PC Latitude,PC Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
60.16325715505139,24.938864595393664,Champagne bar,60.168570771204,24.942689004829454,Wine Bar
60.16325715505139,24.938864595393664,Liberty or Death,60.16469982956185,24.944248795509328,Cocktail Bar
60.16325715505139,24.938864595393664,Viinibaari Vin-Vin,60.167683,24.939196,Wine Bar
60.16325715505139,24.938864595393664,La Tartufata,60.15809675518211,24.941998498682253,Café
60.16325715505139,24.938864595393664,Factory Street Gallery,60.158085124288036,24.9426356352935,Art Gallery
60.16325715505139,24.938864595393664,Robert's Coffee,60.168743412520655,24.94106769561768,Coffee Shop
60.16325715505139,24.938864595393664,Boulevard Social,60.16612808701048,24.942034436632262,Mediterranean Restaurant
60.16325715505139,24.938864595393664,Strindbergin terassi,60.16759375910782,24.94631111645243,Beer Garden
60.16325715505139,24.938864595393664,Milli Miglia,60.165014751594136,24.93167459964752,Bar
60.16325715505139,24.938864595393664,Helsinki Contemporary,60.165456551065674,24.94111271476132,Art Gallery
60.16325715505139,24.938864595393664,Giwa,60.16384,24.935122,Korean Restaurant
60.16325715505139,24.938864595393664,Skiffer,60.16527987097575,24.94418934686109,Pizza Place
60.16325715505139,24.938864595393664,Los Cojones,60.16492131032384,24.939725100858745,Bar
60.16325715505139,24.938864595393664,Robert's Coffee,60.162887750658214,24.92967784713367,Coffee Shop
60.16325715505139,24.938864595393664,Kaffecentralen,60.167580051384675,24.932525558737048,Coffee Shop
60.16325715505139,24.938864595393664,Leijuva Lahna,60.16691944042026,24.93434145411168,Pub
60.16325715505139,24.938864595393664,The Boom Room,60.161836571883704,24.937480265996985,Coffee Shop
60.16325715505139,24.938864595393664,Soppakeittiö,60.16298295785668,24.929942053845835,Soup Place
60.16325715505139,24.938864595393664,Ravintola Pastis,60.16434151433864,24.947584794812432,French Restaurant
60.16325715505139,24.938864595393664,Starbucks,60.16773693220978,24.94336882366579,Coffee Shop
60.16325715505139,24.938864595393664,Deli Café Maya,60.161605865826026,24.93908747877599,Café
60.16325715505139,24.938864595393664,Ravintola Pompier,60.164963,24.932948,Restaurant
60.16325715505139,24.938864595393664,Apéro,60.16421142755892,24.92948055267334,Wine Bar
60.16325715505139,24.938864595393664,Kuuma,60.159985,24.93914,Coffee Shop
60.16325715505139,24.938864595393664,El Greco,60.165902276837386,24.945211253834,Mediterranean Restaurant
60.16325715505139,24.938864595393664,Gran Delicato,60.162706471121766,24.939294159048906,Café
60.16325715505139,24.938864595393664,Cafferino Oba,60.16433262492431,24.92925227335969,Café
60.16325715505139,24.938864595393664,Passio,60.1670878254761,24.937240481543427,Scandinavian Restaurant
60.16325715505139,24.938864595393664,Ragu,60.16583088711323,24.944671786669772,Restaurant
60.16325715505139,24.938864595393664,Nespresso Boutique,60.16836059545529,24.943036537949705,Coffee Shop
60.16325715505139,24.938864595393664,Roobertin Herkku,60.16129102263676,24.94130316516473,Candy Store
60.16325715505139,24.938864595393664,Ølhus København,60.16783422286897,24.93918135056576,Beer Bar
60.16325715505139,24.938864595393664,100 Dogs,60.16648305428286,24.930746912915613,Dive Bar
60.16325715505139,24.938864595393664,Casa Italia,60.164557360197534,24.937672925945,Deli / Bodega
60.16325715505139,24.938864595393664,Tortilla House,60.163827308986434,24.94294595097989,Taco Place
60.16325715505139,24.938864595393664,BrewDog Helsinki,60.16070885292703,24.942280054092407,Beer Bar
60.16325715505139,24.938864595393664,Bier-Bier,60.165531298498706,24.943664536867534,Bar
60.16325715505139,24.938864595393664,Levant,60.16413069435021,24.93653069038648,Middle Eastern Restaurant
60.16325715505139,24.938864595393664,Soil Wine Room,60.16399743138898,24.937603867854897,Wine Bar
60.16325715505139,24.938864595393664,TommyKnocker Craft Beer Bar,60.16331485394182,24.941649656002017,Bar
60.16325715505139,24.938864595393664,Hotel Indigo Helsinki - Boulevard,60.163908841528794,24.93653006851673,Hotel
60.16325715505139,24.938864595393664,Naughty Brgr,60.16573446179193,24.93653507397836,Burger Joint
60.16325715505139,24.938864595393664,"Taqueria ""El Rey""",60.159122515768146,24.943052530288696,Mexican Restaurant
60.16325715505139,24.938864595393664,Il Birrificio,60.16344427819581,24.938186188368572,Brewery
60.16325715505139,24.938864595393664,Ravintola Monal,60.16307067950915,24.942177689639987,North Indian Restaurant
60.16325715505139,24.938864595393664,Lilla E!,60.16434965688959,24.947216237224325,Cocktail Bar
60.16325715505139,24.938864595393664,Why join the navy when you can be a pirate,60.16753740145419,24.93590218648952,Café
60.16325715505139,24.938864595393664,The Old Skiffer,60.16062692188821,24.94172215461731,Cocktail Bar
60.16325715505139,24.938864595393664,TeeMaa,60.166425,24.937644,Tea Room
60.16325715505139,24.938864595393664,Kanniston Leipomo,60.16637908743081,24.937636492921566,Bakery
60.16325715505139,24.938864595393664,Espresso House,60.168297526144045,24.94276327700703,Coffee Shop
60.16325715505139,24.938864595393664,Ravintola Grön,60.16475500000001,24.932367000000003,Scandinavian Restaurant
60.16325715505139,24.938864595393664,Books & Antiques,60.166761,24.930862,Speakeasy
60.16325715505139,24.938864595393664,Bumi Cafe & Asian Fusion,60.15927328234528,24.937405387748022,Vietnamese Restaurant
60.16325715505139,24.938864595393664,Espresso House,60.168901002526646,24.93817269463032,Coffee Shop
60.16325715505139,24.938864595393664,Penny,60.16470802382062,24.94130754667389,American Restaurant
60.16325715505139,24.938864595393664,Ravintola Vinkkeli,60.164106828200985,24.946349205325877,Scandinavian Restaurant
60.16325715505139,24.938864595393664,Natura,60.163552872212904,24.94223009176632,Restaurant
60.16325715505139,24.938864595393664,Kitty's Milkshake Bar,60.162865000000004,24.929229,Ice Cream Shop
60.16325715505139,24.938864595393664,The Red Koi Thai,60.16436709847724,24.932644517988905,Thai Restaurant
60.16325715505139,24.938864595393664,G Livelab,60.16406881783863,24.94446476071784,Music Venue
60.16325715505139,24.938864595393664,Room Bulevard,60.163806861996825,24.936436213470788,Gay Bar
60.16325715505139,24.938864595393664,Tokyo Street,60.163062405287334,24.92941125078681,Japanese Restaurant
60.16325715505139,24.938864595393664,Werner,60.16541239859554,24.94022115356032,BBQ Joint
60.16325715505139,24.938864595393664,Lönkka,60.165913388773205,24.936991913743626,Modern European Restaurant
